Device,Experiment,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition 1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature,Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d) Raw,Duration Not Fast Moving (d),Longest Gap in Measurement (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.0471,4.75,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.1304,5.625,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.1721,10.0833,0.166667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.3388,6.5,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.3388,8.91667,0.166667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.3804,6.16667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.3804,6.5,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.4221,7.5,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,18.4638,2.04167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,19.0471,7.16667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,19.2138,5.79167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,19.3388,3.5,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,19.3388,4.70833,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,19.7554,6.95833,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,20.0471,7.125,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,20.5054,4.83333,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,20.6721,3.41667,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,20.8804,10.1667,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,20.9221,8.08333,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,21.0054,8.79167,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,21.6304,5.79167,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,21.7138,11.2917,0.0833333,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,23.9638,9.875,0.916667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,23.9638,11.625,0.916667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,24.8388,17.0833,0.916667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,25.8388,13.625,0.916667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_c::3,QZ0::0,c::3,3,c,4.16875,7.76563,1.89375,1.85625,QZ0,,,,,,,,0,4,L,3,1,27.0471,12.8333,0.916667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,2.16169,0.125,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,2.41169,0.458333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,2.53669,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,2.82836,0.708333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.07836,1.08333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.20336,0.833333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.20336,1,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.32836,1.08333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.37002,1.75,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.37002,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.49502,0.625,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.53669,1.33333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.78669,1.41667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,3.91169,1.66667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,4.07836,1.08333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,4.41169,2.41667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,4.41169,1.33333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,4.66169,2.375,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,4.87002,2.875,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,5.12002,0,0,1,Escaped machine detection,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,5.16169,3.16667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,5.32836,2.375,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,5.41169,2.91667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,5.70336,0,0,1,Escaped machine detection,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,5.82836,3.66667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,6.03669,4.04167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,6.32836,4.45833,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,6.82836,3.54167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_b::3,QZ0::16,b::3,3,b,3.02656,8.72656,1.84063,1.72812,QZ0,,,,,,,,16,4,L,3,1,8.03669,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,2.02627,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,2.52627,0.458333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,2.52627,0.125,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,2.56794,0.666667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,3.10961,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,3.31794,0.625,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,3.69294,1.125,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,3.77627,0.458333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,3.90127,1.70833,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,4.19294,2.04167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,4.27627,1.54167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,4.40127,2.08333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,4.81794,1.875,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,4.90127,2.54167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,5.10961,2.33333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,5.23461,0.875,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,5.23461,2.70833,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,5.40127,3.54167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,5.65127,3.70833,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,5.81794,1.91667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,6.02627,4.875,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
mouse,2014_07_25_incubator_4_chloroquine_2,mouse_a::1,QZ0::16,a::1,1,a,0.96875,3.36719,1.875,1.89688,QZ0,,,,,,,,16,4,L,3,1,6.60961,4.375,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,2.50405,1.16667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,2.79572,0.5,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,2.87905,0.125,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,3,2.87905,0,0,1,Escaped machine detection,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,3.00405,0.416667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,3.00405,1.33333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,3.17072,0.541667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,3.29572,0.25,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,2,3.42072,0,0,1,Escaped machine detection,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,3.75405,0.666667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,3.96238,1.29167,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,4.54572,1.83333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,4.79572,1.5,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::2,QZ0::16,c::2,2,c,4.125,5.46875,1.9125,1.89375,QZ0,,,,,,,,16,4,L,5,1,5.21238,1.58333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,1.67072,0.125,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.21238,0.625,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.33738,0.458333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.33738,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.42072,0.625,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.67072,0.791667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.75405,0.333333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.83738,1.08333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.96238,1.08333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,2.96238,0.916667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,3.00405,1.33333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,3.04572,0,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,3.25405,0.833333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,3.25405,0.708333,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
moose,2014_07_25_incubator_4_chloroquine_2,moose_c::3,QZ0::32,c::3,3,c,4.12188,7.67812,1.9125,1.90625,QZ0,,,,,,,,32,4,L,5,1,3.29572,0.541667,0.0416667,0,,,Automated Analysis,Lifespan Machine,,
